File,Coordinates,Area,Value_1_Ratio,Value_2_Ratio,Value_3_Ratio,Value_4_Ratio,Value_5_Ratio,Value_6_Ratio,Value_7_Ratio,Value_8_Ratio,Value_9_Ratio,Value_10_Ratio
BJ_33_17,"(33, 17)",3020,0.7036,0.0001,0.0042,0.292,0.0001
BJ_34_36,"(34, 36)",3130,0.2194,0.0001,0.7799,0.0006
BJ_20_43,"(20, 43)",1863,0.2908,0.6345,0.0021,0.0726
BJ_29_67,"(29, 67)",2706,0.011,0.0465,0.0768,0.7727,0.093
BJ_5_85,"(5, 85)",540,0.0615,0.0005,0.0162,0.7809,0.1409
BJ_19_1,"(19, 1)",1730,0.9728,0.0209,0.0063
BJ_29_73,"(29, 73)",2712,0.4353,0.0263,0.0356,0.4504,0.032,0.0204
BJ_20_57,"(20, 57)",1877,0.2116,0.0045,0.7839
BJ_34_22,"(34, 22)",3116,0.3607,0.0093,0.1129,0.4819,0.0009,0.0343
BJ_18_47,"(18, 47)",1685,0.1603,0.0002,0.0002,0.8391,0.0002
BJ_39_89,"(39, 89)",3638,0.2017,0.0005,0.0948,0.6229,0.0801
BJ_11_63,"(11, 63)",1064,0.4955,0.013,0.0069,0.4138,0.0132,0.0576
BJ_6_17,"(6, 17)",563,0.4663,0.023,0.0972,0.4086,0.0049
BJ_43_43,"(43, 43)",3956,0.1171,0.1747,0.2338,0.4329,0.0415
BJ_43_57,"(43, 57)",3970,0.2184,0.0003,0.1102,0.2054,0.4202,0.0455
BJ_11_77,"(11, 77)",1078,0.1462,0.2373,0.1196,0.3864,0.0921,0.0173,0.0011
BJ_18_53,"(18, 53)",1691,0.1239,0.0006,0.0063,0.838,0.0075,0.0237
BJ_20_5,"(20, 5)",1825,0.8662,0.033,0.0635,0.0356,0.0017
BJ_1_22,"(1, 22)",113,0.0392,0.0087,0.2808,0.6702,0.0011
BJ_16_56,"(16, 56)",1512,0.0474,0.0153,0.0172,0.9194,0.0007
BJ_44_76,"(44, 76)",4080,0.1368,0.0029,0.003,0.7777,0.0071,0.0687,0.0038
BJ_8_12,"(8, 12)",740,0.4456,0.0749,0.4795
BJ_43_6,"(43, 6)",3919,0.8426,0.1436,0.0138
BJ_30_85,"(30, 85)",2815,0.1185,0.0431,0.4259,0.4125
BJ_44_62,"(44, 62)",4066,0.2902,0.0135,0.0833,0.5996,0.0134
BJ_1_36,"(1, 36)",127,0.4594,0.0041,0.016,0.5182,0.0023
BJ_16_42,"(16, 42)",1498,0.0526,0.9474
BJ_37_67,"(37, 67)",3434,0.0192,0.0089,0.012,0.8641,0.0958
BJ_18_84,"(18, 84)",1722,0.0632,0.0002,0.1629,0.1219,0.6049,0.0469
BJ_23_12,"(23, 12)",2105,0.2401,0.0022,0.0558,0.6986,0.0029,0.0004
BJ_44_89,"(44, 89)",4093,0.4168,0.0135,0.5124,0.0491,0.0082
BJ_43_80,"(43, 80)",3993,0.4691,0.0153,0.1427,0.0025,0.0001,0.3128,0.0575
BJ_18_90,"(18, 90)",1728,0.1376,0.0003,0.0226,0.5763,0.2419,0.0213
BJ_37_73,"(37, 73)",3440,0.5065,0.0145,0.096,0.3782,0.0048
BJ_39_76,"(39, 76)",3625,0.2419,0.0002,0.0195,0.237,0.4926,0.0088
BJ_30_52,"(30, 52)",2782,0.2798,0.0029,0.0414,0.6744,0.0015
BJ_24_27,"(24, 27)",2211,0.2225,0.0413,0.1333,0.554,0.0489
BJ_24_33,"(24, 33)",2217,0.2852,0.0093,0.0002,0.7021,0.0032
BJ_30_46,"(30, 46)",2776,0.495,0.0521,0.0304,0.4219,0.0006
BJ_11_88,"(11, 88)",1089,0.2853,0.0001,0.1079,0.2728,0.1171,0.0248,0.192
BJ_16_81,"(16, 81)",1537,0.2076,0.0518,0.1094,0.3368,0.102,0.1924
BJ_39_62,"(39, 62)",3611,0.2173,0.0227,0.3829,0.3703,0.0068
BJ_8_5,"(8, 5)",733,0.2547,0.0488,0.3506,0.3429,0.003
BJ_13_66,"(13, 66)",1249,0.1838,0.0016,0.0643,0.1991,0.5412,0.01
BJ_4_12,"(4, 12)",376,0.351,0.0485,0.2243,0.3756,0.0006
BJ_41_46,"(41, 46)",3777,0.224,0.0269,0.3879,0.287,0.0742
BJ_41_52,"(41, 52)",3783,0.4915,0.0001,0.0373,0.2439,0.2236,0.0036
BJ_13_72,"(13, 72)",1255,0.0433,0.0018,0.2241,0.1564,0.5308,0.0436
BJ_45_0,"(45, 0)",4095,0.2516,0.3171,0.1485,0.2828
BJ_3_27,"(3, 27)",300,0.0912,0.2283,0.3046,0.3286,0.0473
BJ_14_53,"(14, 53)",1327,0.1671,0.0102,0.0039,0.818,0.0007,0.0001
BJ_46_73,"(46, 73)",4259,0.091,0.0217,0.1918,0.6532,0.0229,0.0194
BJ_35_9,"(35, 9)",3194,0.5528,0.0279,0.1207,0.2926,0.006
BJ_26_3,"(26, 3)",2369,0.6765,0.0853,0.0678,0.1681,0.002,0.0003
BJ_46_67,"(46, 67)",4253,0.2883,0.0092,0.4661,0.2312,0.0052
BJ_35_89,"(35, 89)",3274,0.1863,0.0002,0.1457,0.6049,0.062,0.0009
BJ_3_33,"(3, 33)",306,0.4433,0.0313,0.185,0.3402,0.0002
BJ_14_47,"(14, 47)",1321,0.5545,0.0011,0.004,0.4169,0.0029,0.0206
BJ_32_80,"(32, 80)",2992,0.1402,0.0801,0.7666,0.0131
BJ_41_85,"(41, 85)",3816,0.0896,0.0098,0.6023,0.2799,0.0184
BJ_28_33,"(28, 33)",2581,0.1408,0.0097,0.0022,0.8473
BJ_35_62,"(35, 62)",3247,0.2505,0.1818,0.0392,0.4695,0.0129,0.0459,0.0002
BJ_21_17,"(21, 17)",1928,0.1457,0.0032,0.0398,0.811,0.0003
BJ_35_76,"(35, 76)",3261,0.2888,0.0175,0.2524,0.4374,0.0006,0.0033
BJ_28_27,"(28, 27)",2575,0.3972,0.0089,0.025,0.0845,0.4578,0.0266
BJ_32_57,"(32, 57)",2969,0.443,0.0243,0.0623,0.4447,0.0033,0.0224
BJ_26_22,"(26, 22)",2388,0.4934,0.0064,0.0354,0.4648
BJ_14_90,"(14, 90)",1364,0.4606,0.022,0.2897,0.2277
BJ_14_84,"(14, 84)",1358,0.1724,0.0003,0.1535,0.5172,0.1556,0.001
BJ_26_36,"(26, 36)",2402,0.1394,0.0003,0.0145,0.8457,0.0001
BJ_32_43,"(32, 43)",2955,0.696,0.0047,0.0245,0.2346,0.0009,0.0393
BJ_9_52,"(9, 52)",871,0.1004,0.0001,0.0554,0.0463,0.7973,0.0005
BJ_0_76,"(0, 76)",76,0.2797,0.0006,0.1678,0.3573,0.1917,0.0029
BJ_45_22,"(45, 22)",4117,0.2523,0.0243,0.2541,0.4538,0.0155
BJ_45_36,"(45, 36)",4131,0.3773,0.077,0.0916,0.122,0.023,0.2885,0.0206
BJ_17_16,"(17, 16)",1563,0.1634,0.0038,0.0335,0.7993
BJ_0_62,"(0, 62)",62,0.026,0.0079,0.0108,0.9458,0.0095
BJ_9_46,"(9, 46)",865,0.2271,0.0108,0.0951,0.6591,0.0079
BJ_7_43,"(7, 43)",680,0.1652,0.0006,0.028,0.8051,0.0011
BJ_10_37,"(10, 37)",947,0.2469,0.0416,0.0401,0.6713,0.0001
BJ_42_17,"(42, 17)",3839,0.5006,0.0382,0.2815,0.0827,0.0001,0.0969
BJ_22_85,"(22, 85)",2087,0.3353,0.0338,0.3834,0.2434,0.0041
BJ_19_13,"(19, 13)",1742,0.3506,0.0188,0.0581,0.4508,0.0221,0.0996
BJ_11_8,"(11, 8)",1009,0.4228,0.0772,0.1933,0.2394,0.0673
BJ_7_57,"(7, 57)",694,0.4818,0.0481,0.0493,0.4208
BJ_10_23,"(10, 23)",933,0.3998,0.0077,0.0095,0.5793,0.0037
BJ_24_1,"(24, 1)",2185,0.955,0.0438,0.0012
BJ_25_73,"(25, 73)",2348,0.3231,0.0003,0.1225,0.4734,0.0736,0.0056,0.0015
BJ_38_22,"(38, 22)",3480,0.1647,0.044,0.0181,0.7573,0.0159
BJ_38_36,"(38, 36)",3494,0.203,0.0015,0.0003,0.7948,0.0004
BJ_25_67,"(25, 67)",2342,0.1765,0.0013,0.1165,0.4967,0.2079,0.0011
BJ_9_85,"(9, 85)",904,0.2565,0.0002,0.0394,0.4756,0.2277,0.0003,0.0003
BJ_31_12,"(31, 12)",2833,0.5722,0.1056,0.0597,0.2625
BJ_7_80,"(7, 80)",717,0.0914,0.0421,0.2246,0.6336,0.0083
BJ_36_33,"(36, 33)",3309,0.2033,0.0047,0.0228,0.7692
BJ_0_89,"(0, 89)",89,0.3491,0.0284,0.3747,0.2378,0.0088,0.0012
BJ_22_46,"(22, 46)",2048,0.0852,0.9148
BJ_22_52,"(22, 52)",2054,0.3335,0.0009,0.0118,0.5578,0.0048,0.0912
BJ_36_27,"(36, 27)",3303,0.2478,0.0256,0.2766,0.45
BJ_39_4,"(39, 4)",3553,0.9976,0.0024
BJ_36_26,"(36, 26)",3302,0.1576,0.0572,0.1844,0.5906,0.0102
BJ_22_53,"(22, 53)",2055,0.5915,0.0018,0.0077,0.2607,0.008,0.1303
BJ_39_5,"(39, 5)",3554,0.9826,0.0174
BJ_7_81,"(7, 81)",718,0.01,0.0882,0.5011,0.3716,0.0288,0.0003
BJ_22_47,"(22, 47)",2049,0.1913,0.0003,0.8084
BJ_0_88,"(0, 88)",88,0.6189,0.0304,0.277,0.0687,0.0022,0.0028
BJ_36_32,"(36, 32)",3308,0.2828,0.0069,0.0549,0.6554
BJ_38_37,"(38, 37)",3495,0.2631,0.0202,0.0017,0.7128,0.0022
BJ_31_13,"(31, 13)",2834,0.8178,0.014,0.1084,0.0598
BJ_9_84,"(9, 84)",903,0.2714,0.1786,0.373,0.0817,0.0056,0.0896,0.0001
BJ_25_66,"(25, 66)",2341,0.3464,0.0007,0.1495,0.3504,0.1336,0.0096,0.0098
BJ_25_72,"(25, 72)",2347,0.6433,0.0502,0.1384,0.0335,0.0006,0.134
BJ_9_90,"(9, 90)",909,0.1294,0.0012,0.2201,0.3693,0.0042,0.0279,0.2479
BJ_38_23,"(38, 23)",3481,0.2532,0.0034,0.0544,0.6889,0.0001
BJ_22_90,"(22, 90)",2092,0.0891,0.0503,0.1682,0.6628,0.0269,0.0027
BJ_10_22,"(10, 22)",932,0.3446,0.051,0.1169,0.0702,0.0136,0.3515,0.0522
BJ_24_0,"(24, 0)",2184,0.8862,0.1138
BJ_7_56,"(7, 56)",693,0.2779,0.0445,0.0686,0.6078,0.0012
BJ_11_9,"(11, 9)",1010,0.1316,0.0196,0.0222,0.7997,0.0269
BJ_42_16,"(42, 16)",3838,0.504,0.0484,0.2956,0.152
BJ_10_36,"(10, 36)",946,0.1293,0.0041,0.0224,0.8368,0.0074
BJ_7_42,"(7, 42)",679,0.2391,0.1302,0.2004,0.4302,0.0001
BJ_19_12,"(19, 12)",1741,0.5885,0.0555,0.225,0.105,0.0054,0.0206
BJ_22_84,"(22, 84)",2086,0.0481,0.0179,0.3032,0.6308
BJ_0_63,"(0, 63)",63,0.0951,0.0122,0.3995,0.4916,0.0016
BJ_17_17,"(17, 17)",1564,0.095,0.0029,0.0034,0.8969,0.0018
BJ_45_37,"(45, 37)",4132,0.4661,0.0494,0.2399,0.0425,0.0267,0.1692,0.0062
BJ_9_47,"(9, 47)",866,0.2616,0.0271,0.1752,0.5354,0.0003,0.0004
BJ_9_53,"(9, 53)",872,0.5486,0.0238,0.1999,0.225,0.0003,0.0024
BJ_45_23,"(45, 23)",4118,0.3228,0.0233,0.3264,0.3275
BJ_0_77,"(0, 77)",77,0.3424,0.0945,0.3599,0.1888,0.0144
BJ_14_85,"(14, 85)",1359,0.3436,0.0823,0.2262,0.0723,0.0037,0.2719
BJ_32_42,"(32, 42)",2954,0.8436,0.0002,0.0005,0.014,0.1417
BJ_26_37,"(26, 37)",2403,0.1906,0.0105,0.0035,0.7954
BJ_26_23,"(26, 23)",2389,0.4009,0.0255,0.1434,0.429,0.0012
BJ_32_56,"(32, 56)",2968,0.1399,0.0368,0.1024,0.7124,0.002,0.0065
BJ_35_77,"(35, 77)",3262,0.2634,0.035,0.437,0.2631,0.0015
BJ_28_26,"(28, 26)",2574,0.8231,0.028,0.0693,0.0409,0.0054,0.032,0.0013
BJ_41_90,"(41, 90)",3821,0.0505,0.0007,0.0157,0.2834,0.6491,0.0006
BJ_41_84,"(41, 84)",3815,0.1642,0.0015,0.7711,0.0632
BJ_28_32,"(28, 32)",2580,0.2777,0.0068,0.007,0.7084,0.0001
BJ_21_16,"(21, 16)",1927,0.4475,0.0058,0.0022,0.524,0.0205
BJ_35_63,"(35, 63)",3248,0.1781,0.0037,0.0196,0.7986
BJ_14_46,"(14, 46)",1320,0.4154,0.0013,0.0014,0.5742,0.0005,0.0072
BJ_3_32,"(3, 32)",305,0.242,0.037,0.523,0.197,0.001
BJ_35_88,"(35, 88)",3273,0.2466,0.0001,0.0256,0.3442,0.3827,0.0008
BJ_46_66,"(46, 66)",4252,0.5012,0.0001,0.0077,0.3834,0.1076
BJ_26_2,"(26, 2)",2368,0.4693,0.0831,0.1202,0.3178,0.0006,0.009
BJ_32_81,"(32, 81)",2993,0.0997,0.0007,0.024,0.8266,0.049
BJ_45_1,"(45, 1)",4096,0.5858,0.3974,0.0168
BJ_35_8,"(35, 8)",3193,0.7574,0.0222,0.0214,0.199
BJ_46_72,"(46, 72)",4258,0.3785,0.005,0.0403,0.5407,0.0011,0.0344
BJ_14_52,"(14, 52)",1326,0.1994,0.0016,0.799
BJ_3_26,"(3, 26)",299,0.22,0.2851,0.1867,0.1602,0.0107,0.1373
BJ_13_73,"(13, 73)",1256,0.0678,0.0002,0.0635,0.173,0.6919,0.0036
BJ_41_53,"(41, 53)",3784,0.3419,0.0508,0.2588,0.3392,0.0093
BJ_41_47,"(41, 47)",3778,0.4725,0.0029,0.3658,0.1588
BJ_4_13,"(4, 13)",377,0.2678,0.0407,0.1763,0.5123,0.0005,0.0024
BJ_13_67,"(13, 67)",1250,0.1211,0.0001,0.0458,0.1406,0.6711,0.0184,0.0029
BJ_11_89,"(11, 89)",1090,0.2083,0.0362,0.4899,0.2605,0.0041,0.0004,0.0006
BJ_30_47,"(30, 47)",2777,0.5328,0.0203,0.0034,0.4435
BJ_24_32,"(24, 32)",2216,0.2907,0.0012,0.7081
BJ_8_4,"(8, 4)",732,0.2333,0.0606,0.3657,0.3403,0.0001
BJ_39_63,"(39, 63)",3612,0.0382,0.0189,0.1423,0.7627,0.0379
BJ_16_80,"(16, 80)",1536,0.1581,0.0124,0.0292,0.7253,0.0334,0.0416
BJ_39_77,"(39, 77)",3626,0.2789,0.0301,0.1624,0.4805,0.0481
BJ_24_26,"(24, 26)",2210,0.3035,0.0302,0.0689,0.5918,0.0056
BJ_30_53,"(30, 53)",2783,0.3977,0.0005,0.0131,0.5885,0.0002
BJ_37_72,"(37, 72)",3439,0.0793,0.0019,0.0708,0.8472,0.0008
BJ_44_88,"(44, 88)",4092,0.0574,0.0001,0.0169,0.7459,0.1776,0.0021
BJ_23_13,"(23, 13)",2106,0.538,0.0096,0.0215,0.4299,0.001
BJ_18_85,"(18, 85)",1723,0.0178,0.0004,0.1492,0.5634,0.2653,0.0039
BJ_37_66,"(37, 66)",3433,0.158,0.0012,0.0253,0.8112,0.0043
BJ_43_81,"(43, 81)",3994,0.4348,0.019,0.1277,0.0007,0.1936,0.2242
BJ_30_84,"(30, 84)",2814,0.0563,0.0464,0.5394,0.3453,0.0126
BJ_43_7,"(43, 7)",3920,0.5287,0.1101,0.1119,0.2349,0.0125,0.0013,0.0006
BJ_8_13,"(8, 13)",741,0.3813,0.0003,0.0023,0.616,0.0001
BJ_16_43,"(16, 43)",1499,0.1273,0.0012,0.8715
BJ_1_37,"(1, 37)",128,0.0985,0.0227,0.0437,0.8266,0.0085
BJ_44_63,"(44, 63)",4067,0.3142,0.0071,0.0783,0.5874,0.0041,0.0089
BJ_44_77,"(44, 77)",4081,0.2537,0.0005,0.0114,0.3243,0.0011,0.3731,0.0359
BJ_16_57,"(16, 57)",1513,0.129,0.0099,0.0457,0.8152,0.0002
BJ_1_23,"(1, 23)",114,0.3161,0.06,0.3897,0.1992,0.035
BJ_20_4,"(20, 4)",1824,0.8159,0.0506,0.0636,0.0671,0.0028
BJ_30_90,"(30, 90)",2820,0.0885,0.0679,0.3019,0.5367,0.005
BJ_11_76,"(11, 76)",1077,0.0479,0.359,0.1933,0.3117,0.0853,0.0003,0.0025
BJ_43_56,"(43, 56)",3969,0.2003,0.0002,0.3884,0.2649,0.093,0.0269,0.0263
BJ_18_52,"(18, 52)",1690,0.1204,0.0001,0.8529,0.001,0.0256
BJ_39_88,"(39, 88)",3637,0.2149,0.0124,0.6753,0.0974
BJ_18_46,"(18, 46)",1684,0.0832,0.9166,0.0002
BJ_43_42,"(43, 42)",3955,0.0543,0.0019,0.1285,0.1663,0.619,0.03
BJ_6_16,"(6, 16)",562,0.2872,0.0192,0.0759,0.6176,0.0001
BJ_11_62,"(11, 62)",1063,0.2807,0.0339,0.1093,0.5365,0.0084,0.0312
BJ_29_72,"(29, 72)",2711,0.5768,0.0274,0.2472,0.018,0.0012,0.1294
BJ_5_90,"(5, 90)",545,0.246,0.0003,0.1499,0.2314,0.0849,0.0357,0.2518
BJ_19_0,"(19, 0)",1729,0.9956,0.0044
BJ_34_23,"(34, 23)",3117,0.3759,0.0041,0.0877,0.5283,0.004
BJ_20_56,"(20, 56)",1876,0.1781,0.8219
BJ_20_42,"(20, 42)",1862,0.2307,0.0081,0.0015,0.4527,0.0022,0.3045,0.0003
BJ_34_37,"(34, 37)",3131,0.1281,0.0017,0.0038,0.8663,0.0001
BJ_5_84,"(5, 84)",539,0.1597,0.0001,0.0235,0.6002,0.2025,0.014
BJ_29_66,"(29, 66)",2705,0.0633,0.0704,0.3579,0.4374,0.071
BJ_33_16,"(33, 16)",3019,0.5745,0.0148,0.1063,0.3041,0.0003
BJ_27_63,"(27, 63)",2520,0.3733,0.0001,0.0183,0.3212,0.2828,0.004,0.0003
BJ_27_77,"(27, 77)",2534,0.1656,0.014,0.5804,0.2372,0.0028
BJ_12_27,"(12, 27)",1119,0.1062,0.0061,0.887,0.0007
BJ_5_53,"(5, 53)",508,0.1993,0.8004,0.0003
BJ_41_5,"(41, 5)",3736,0.8395,0.0845,0.0062,0.0691,0.0007
BJ_20_81,"(20, 81)",1901,0.494,0.0001,0.0303,0.256,0.1335,0.0044,0.0817
BJ_27_88,"(27, 88)",2545,0.1496,0.0076,0.0005,0.8393,0.0002,0.0028
BJ_22_6,"(22, 6)",2008,0.1199,0.0284,0.8516,0.0001
BJ_40_13,"(40, 13)",3653,0.5903,0.0057,0.343,0.0609,0.0001
BJ_12_33,"(12, 33)",1125,0.2405,0.0086,0.0446,0.6978,0.0085
BJ_4_9,"(4, 9)",373,0.4381,0.0546,0.2038,0.2981,0.0052,0.0002
BJ_5_47,"(5, 47)",502,0.1799,0.0003,0.2097,0.2958,0.3009,0.0134
BJ_2_66,"(2, 66)",248,0.238,0.0424,0.1558,0.4841,0.002,0.0774,0.0003
BJ_15_12,"(15, 12)",1377,0.6491,0.1199,0.1452,0.0854,0.0004
BJ_2_72,"(2, 72)",254,0.1698,0.0326,0.6915,0.1061
BJ_5_43,"(5, 43)",498,0.1778,0.002,0.0182,0.7281,0.0739
BJ_12_37,"(12, 37)",1129,0.1039,0.0035,0.1321,0.7573,0.0032
BJ_40_17,"(40, 17)",3657,0.4259,0.0287,0.1308,0.4051,0.0006,0.0089
BJ_22_2,"(22, 2)",2004,0.568,0.1693,0.0304,0.2314,0.0009
BJ_20_85,"(20, 85)",1905,0.2233,0.0192,0.3638,0.3933,0.0004
BJ_41_1,"(41, 1)",3732,0.9324,0.0676
BJ_31_8,"(31, 8)",2829,0.7431,0.1106,0.0206,0.1257
BJ_5_57,"(5, 57)",512,0.0277,0.0001,0.0012,0.9642,0.0068
BJ_12_23,"(12, 23)",1115,0.1023,0.0082,0.0105,0.8735,0.0055
BJ_2_76,"(2, 76)",258,0.2013,0.0001,0.0738,0.4396,0.2633,0.0219
BJ_15_16,"(15, 16)",1381,0.7545,0.0112,0.0251,0.2077,0.0015
BJ_2_62,"(2, 62)",244,0.4421,0.0517,0.0513,0.4111,0.0099,0.0339
BJ_29_89,"(29, 89)",2728,0.1346,0.0057,0.0363,0.7776,0.0047,0.0411
BJ_29_62,"(29, 62)",2701,0.2837,0.4714,0.1303,0.0781,0.0019,0.0283,0.0063
BJ_5_80,"(5, 80)",535,0.098,0.0004,0.1051,0.4189,0.3472,0.0242,0.0062
BJ_2_89,"(2, 89)",271,0.2159,0.0194,0.1183,0.6373,0.0073,0.0018
BJ_34_33,"(34, 33)",3127,0.1312,0.0015,0.0234,0.8437,0.0002
BJ_20_46,"(20, 46)",1866,0.0731,0.9269
BJ_20_52,"(20, 52)",1872,0.2978,0.0014,0.7008
BJ_34_27,"(34, 27)",3121,0.6279,0.0068,0.0165,0.3292,0.0002,0.0194
BJ_19_4,"(19, 4)",1733,0.9031,0.0283,0.0031,0.0639,0.0016
BJ_29_76,"(29, 76)",2715,0.2222,0.1911,0.4014,0.1646,0.0151,0.0056
BJ_27_73,"(27, 73)",2530,0.0989,0.0011,0.1338,0.2066,0.4895,0.0695,0.0006
BJ_27_67,"(27, 67)",2524,0.1719,0.0319,0.1963,0.5874,0.0125
BJ_33_12,"(33, 12)",3015,0.9678,0.0322
BJ_1_27,"(1, 27)",118,0.1301,0.0445,0.5041,0.3173,0.004
BJ_20_0,"(20, 0)",1820,0.9691,0.0309
BJ_16_53,"(16, 53)",1509,0.1072,0.0002,0.0003,0.8915,0.0008
BJ_44_73,"(44, 73)",4077,0.1831,0.8167,0.0002
BJ_15_9,"(15, 9)",1374,0.6071,0.057,0.0821,0.1804,0.0532,0.0202
BJ_44_67,"(44, 67)",4071,0.1881,0.0078,0.2154,0.5478,0.0409
BJ_1_33,"(1, 33)",124,0.3083,0.0033,0.6884
BJ_37_89,"(37, 89)",3456,0.2693,0.0356,0.612,0.0806,0.0003,0.0022
BJ_16_47,"(16, 47)",1503,0.1689,0.0022,0.0001,0.8288
BJ_43_3,"(43, 3)",3916,0.9161,0.0839
BJ_8_17,"(8, 17)",745,0.1684,0.0285,0.1095,0.6874,0.0062
BJ_30_80,"(30, 80)",2810,0.184,0.0001,0.0256,0.5652,0.2217,0.0034
BJ_11_66,"(11, 66)",1067,0.0673,0.1589,0.2547,0.5188,0.0003
BJ_6_12,"(6, 12)",558,0.361,0.0602,0.1851,0.3894,0.0043
BJ_43_46,"(43, 46)",3959,0.1452,0.0232,0.3219,0.4934,0.0163
BJ_18_42,"(18, 42)",1680,0.1818,0.6959,0.0132,0.1091
BJ_18_56,"(18, 56)",1694,0.141,0.8057,0.0022,0.0511
BJ_43_52,"(43, 52)",3965,0.1212,0.0004,0.0233,0.1569,0.6613,0.0369
BJ_11_72,"(11, 72)",1073,0.3213,0.0749,0.0761,0.5016,0.0135,0.0126
BJ_30_57,"(30, 57)",2787,0.2556,0.0014,0.0207,0.2398,0.4819,0.0006
BJ_24_22,"(24, 22)",2206,0.189,0.0095,0.0168,0.5996,0.1851
BJ_39_73,"(39, 73)",3622,0.0532,0.0292,0.2725,0.6427,0.0024
BJ_16_90,"(16, 90)",1546,0.1456,0.0007,0.1047,0.6622,0.0011,0.0025,0.0766,0.0066
BJ_16_84,"(16, 84)",1540,0.4219,0.0383,0.0231,0.3627,0.0092,0.1448
BJ_39_67,"(39, 67)",3616,0.0018,0.1488,0.8409,0.0085
BJ_8_0,"(8, 0)",728,0.5116,0.1987,0.1054,0.1678,0.0165
BJ_24_36,"(24, 36)",2220,0.1827,0.0005,0.0013,0.8148,0.0007
BJ_30_43,"(30, 43)",2773,0.2164,0.014,0.0198,0.6671,0.0083,0.0744
BJ_43_85,"(43, 85)",3998,0.257,0.0203,0.5937,0.1263,0.0027
BJ_37_62,"(37, 62)",3429,0.2896,0.0073,0.0679,0.6352
BJ_18_81,"(18, 81)",1719,0.0643,0.0892,0.1266,0.6845,0.0327,0.0027
BJ_23_17,"(23, 17)",2110,0.5139,0.0161,0.0921,0.371,0.0069
BJ_37_76,"(37, 76)",3443,0.2199,0.0002,0.0291,0.4457,0.2917,0.0133,0.0001
BJ_3_22,"(3, 22)",295,0.3362,0.0164,0.4112,0.2263,0.0099
BJ_14_56,"(14, 56)",1330,0.1623,0.0097,0.0413,0.7863,0.0004
BJ_46_76,"(46, 76)",4262,0.5113,0.0506,0.0601,0.0384,0.0034,0.318,0.0182
BJ_45_5,"(45, 5)",4100,0.9843,0.0157
BJ_32_85,"(32, 85)",2997,0.2322,0.0261,0.7279,0.0072,0.0066
BJ_46_62,"(46, 62)",4248,0.2111,0.0034,0.2429,0.5226,0.0042,0.0158
BJ_26_6,"(26, 6)",2372,0.3914,0.014,0.0139,0.4569,0.0079,0.1111,0.0048
BJ_3_36,"(3, 36)",309,0.3061,0.0155,0.0825,0.5959
BJ_0_9,"(0, 9)",9,0.1179,0.0001,0.0463,0.3335,0.4497,0.0001,0.0524
BJ_14_42,"(14, 42)",1316,0.221,0.0001,0.7556,0.0007,0.0226
BJ_13_63,"(13, 63)",1246,0.2547,0.0001,0.0208,0.0646,0.6396,0.0202
BJ_4_17,"(4, 17)",381,0.5411,0.0302,0.2039,0.2244,0.0004
BJ_41_43,"(41, 43)",3774,0.7477,0.0007,0.1495,0.1021
BJ_41_57,"(41, 57)",3788,0.1545,0.1291,0.3956,0.3154,0.0054
BJ_13_77,"(13, 77)",1260,0.19,0.0497,0.1407,0.6108,0.0088
BJ_28_9,"(28, 9)",2557,0.9366,0.0612,0.0022
BJ_32_52,"(32, 52)",2964,0.0958,0.0369,0.0752,0.7778,0.0143
BJ_26_27,"(26, 27)",2393,0.4291,0.0052,0.0772,0.2903,0.0002,0.198
BJ_26_33,"(26, 33)",2399,0.2813,0.0144,0.0017,0.7022,0.0004
BJ_32_46,"(32, 46)",2958,0.2619,0.0033,0.006,0.7232,0.003,0.0026
BJ_13_88,"(13, 88)",1271,0.4142,0.0221,0.286,0.2776,0.0001
BJ_14_81,"(14, 81)",1355,0.0962,0.0007,0.1668,0.5075,0.212,0.015,0.0018
BJ_35_67,"(35, 67)",3252,0.0696,0.0033,0.0185,0.9048,0.0038
BJ_21_12,"(21, 12)",1923,0.6241,0.002,0.354,0.0199
BJ_46_89,"(46, 89)",4275,0.295,0.0449,0.6492,0.0109
BJ_28_36,"(28, 36)",2584,0.1997,0.8003
BJ_41_80,"(41, 80)",3811,0.1086,0.0136,0.201,0.6733,0.0035
BJ_28_22,"(28, 22)",2570,0.2704,0.0453,0.2387,0.4455,0.0001
BJ_35_73,"(35, 73)",3258,0.0209,0.0002,0.0244,0.2506,0.6177,0.0862
BJ_22_80,"(22, 80)",2082,0.057,0.1162,0.1793,0.5325,0.115
BJ_19_16,"(19, 16)",1745,0.0895,0.0203,0.07,0.8183,0.0019
BJ_7_46,"(7, 46)",683,0.483,0.0007,0.0347,0.2438,0.2326,0.005,0.0002
BJ_10_32,"(10, 32)",942,0.1244,0.0011,0.8741,0.0004
BJ_42_12,"(42, 12)",3834,0.0586,0.0246,0.2134,0.6919,0.0086,0.0029
BJ_25_89,"(25, 89)",2364,0.2197,0.0004,0.0052,0.6762,0.0985
BJ_7_52,"(7, 52)",689,0.337,0.0208,0.1754,0.4666,0.0002
BJ_24_4,"(24, 4)",2188,0.9854,0.0146
BJ_10_26,"(10, 26)",936,0.1047,0.0029,0.0215,0.8684,0.0007,0.0018
BJ_0_73,"(0, 73)",73,0.1948,0.0004,0.1093,0.4757,0.1966,0.0066,0.0166
