TIF,POI_0,POI_1,POI_2,POI_3,POI_4,POI_5,POI_6,POI_7,POI_8,POI_9,POI_10,POI_11,POI_12,POI_13
1581,0.06249828428793356,0.048609776668392765,0.3611011981080606,0.5833173200207132,0.020832761429311186,0.006944253809770395,0.11805231476609672,0.15277358381494868,0.11805231476609672,0.1319408223856375,0.020832761429311186,0.4097109747764533,0.4305437362057645,0.10416380714655593,370.0
380,0.0,0.0,0.0,0.0,0.11928031367991561,0.47712125471966244,0.0,0.0,0.11928031367991561,0.0,0.0,0.0,0.11928031367991561,0.11928031367991561,8.0
4140,0.0,0.0,0.20721842758683,0.0518046068967075,0.038853455172530624,0.02590230344835375,0.11656036551759189,0.038853455172530624,0.0518046068967075,0.20721842758683,0.14246266896594562,0.8159225586231431,0.4403391586220138,0.103609213793415,173.0
1976,0.0,0.0,0.5266278058386217,0.17554260194620722,0.025077514563743887,0.025077514563743887,0.1504650873824633,0.10031005825497555,0.07523254369123165,0.0,0.025077514563743887,0.10031005825497555,0.5266278058386217,0.1504650873824633,75.0
301,0.0,0.0,0.17474250108400471,0.0,0.0,0.34948500216800943,0.0,0.0,0.17474250108400471,0.0,0.0,0.0,0.0,0.0,4.0
1564,0.020202020202020204,0.0,0.30303030303030304,0.40404040404040403,0.020202020202020204,0.06060606060606061,0.18181818181818182,0.12121212121212122,0.16161616161616163,0.020202020202020204,0.0,0.18181818181818182,0.2828282828282828,0.24242424242424243,99.0
431,0.0,0.0,0.07383955912372388,0.2953582364948955,0.0,0.0,0.07383955912372388,0.07383955912372388,0.0,0.0,0.0,0.07383955912372388,0.590716472989791,0.07383955912372388,17.0
549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47712125471966244,0.0,0.0,0.0,0.0,0.0,2.0
1405,0.03233712310941344,0.09701136932824031,0.4203826004223747,0.3314555118714877,0.024252842332060078,0.056589965441473516,0.20210701943383397,0.09701136932824031,0.12934849243765376,0.07275852699618023,0.00808428077735336,0.45271972353178813,0.40421403886766794,0.16168561554706717,308.0
155,0.0,0.0,0.5156630191094056,0.16114469347168925,0.0,0.03222893869433785,0.0644578773886757,0.0,0.5801208964980813,0.0,0.09668681608301355,0.0,0.29006044824904065,0.0,54.0
2171,0.0,0.0,0.327310469751974,0.35706596700215343,0.0,0.059510994500358905,0.11902198900071781,0.11902198900071781,0.17853298350107671,0.0,0.029755497250179452,0.059510994500358905,0.35706596700215343,0.17853298350107671,60.0
1523,0.0,0.0,0.33159151338476717,0.06631830267695343,0.0,0.16579575669238358,0.06631830267695343,0.0,0.464228118738674,0.0,0.0,0.232114059369337,0.1989549080308603,0.1989549080308603,52.0
2726,0.0,0.0,0.17474250108400471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5242275032520142,0.0,4.0
1595,0.003532088994615674,0.10243058084385454,0.5404096161761981,0.324952187504642,0.021192533967694046,0.0953664028546232,0.1377514707900113,0.16600818274693666,0.16600818274693666,0.06004551290846646,0.024724622962309716,0.6110513960685116,0.4026581453861868,0.2613745856015599,826.0
1467,0.08816369505217216,0.0,0.08816369505217216,0.2644910851565165,0.08816369505217216,0.0,0.08816369505217216,0.0,0.44081847526086076,0.0,0.0,0.0,0.0,0.08816369505217216,13.0
3432,0.010132768642186908,0.020265537284373816,0.2735847533390465,0.3039830592656072,0.03039830592656072,0.04053107456874763,0.050663843210934534,0.08106214913749527,0.17225706691717743,0.21278814148592506,0.1519915296328036,0.6079661185312144,0.25331921605467267,0.16212429827499053,234.0
3771,0.022152159166419463,0.022152159166419463,0.13291295499851677,0.15506511416493624,0.022152159166419463,0.06645647749925838,0.15506511416493624,0.044304318332838925,0.42089102416196983,0.044304318332838925,0.0,0.6424126158261644,0.15506511416493624,0.06645647749925838,88.0
1923,0.0,0.0,0.28169934667141894,0.28169934667141894,0.0,0.0,0.28169934667141894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
1225,0.0,0.06273239289393051,0.5081323824408371,0.33248168233783165,0.031366196446965255,0.0250929571575722,0.10664506791968185,0.08155211076210965,0.1003718286302888,0.11919154649846797,0.0501859143151444,0.5708647753347676,0.5206788610196232,0.11291830720907492,418.0
16,0.0,0.0,0.2941800724227682,0.26149339770912733,0.032686674713640916,0.09806002414092276,0.2288067229954864,0.1634333735682046,0.13074669885456366,0.0,0.032686674713640916,0.2288067229954864,0.1634333735682046,0.09806002414092276,53.0
3001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2236,0.0,0.16638355866822035,0.3015702000861494,0.4159588966705509,0.04679537587543697,0.06759332070896452,0.17158304487660223,0.051994862083818864,0.3275676311280588,0.0779922931257283,0.025997431041909432,0.5875419415471531,0.37956249321187774,0.09879023795925584,523.0
336,0.0,0.03225063681338865,0.1451278656602489,0.16931584327029037,0.0,0.02418797761004148,0.26606775371045627,0.0645012736267773,0.8868925123681877,0.03225063681338865,0.0806265920334716,0.46763423379413527,0.20962913928702617,0.11287722884686026,309.0
318,0.0,0.0,0.23856062735983122,0.0,0.0,0.0,0.0,0.0,0.23856062735983122,0.0,0.0,0.0,0.0,0.0,2.0
4010,0.7781512503836436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
505,0.007289593250287323,0.02915837300114929,0.3717692557646535,0.1968190177577577,0.021868779750861968,0.0947647122537352,0.08018552575316056,0.05831674600229858,0.8383032237830421,0.014579186500574645,0.17495023800689574,0.22597739075890702,0.3426108827635042,0.08747511900344787,349.0
2090,0.0,0.0,0.1643138452644064,0.24647076789660963,0.0410784613161016,0.0,0.0821569226322032,0.0,0.24647076789660963,0.0,0.3286276905288128,0.3286276905288128,0.1643138452644064,0.0,39.0
3868,0.0,0.011515980287102446,0.4606392114840978,0.18425568459363914,0.023031960574204893,0.023031960574204893,0.046063921148409785,0.21880362545494647,0.08061186200971712,0.08061186200971712,0.046063921148409785,0.5873149946422247,0.33396342832597087,0.207287645167844,200.0
